0,0,0,0
1,1.01593,0.0231307,0.00432302
2,2.01561,-0.0193565,-0.00276449
3,3.02877,-0.0178909,-0.00372548
4,3.03807,0.978866,1.56492
5,3.03608,1.9816,1.54959
6,3.03675,3.00553,1.54197
7,3.06783,3.99413,1.54491
8,3.04247,2.98665,-1.5812
9,3.0291,1.98706,-1.5855
10,3.04463,0.978254,-1.57423
11,3.03651,0.00355559,-1.59884
12,3.03739,0.997092,1.55344
13,3.03862,2.01137,1.54062
14,3.06069,2.98055,1.54356
15,3.0909,3.98545,1.5454
16,4.12218,3.9779,-0.0206121
17,5.11073,3.95817,-0.00820403
18,6.07204,3.97147,-0.0111113
19,7.06823,3.97122,-0.00141961
20,7.02785,2.96784,-1.53569
21,7.06465,1.98269,-1.57229
22,7.06364,0.975862,-1.57259
23,7.05163,-0.0353169,-1.57456
24,7.03945,0.955286,1.56867
25,7.03244,1.95178,1.56123
26,7.03978,2.96585,1.57199
27,7.05845,3.96709,1.56005
28,6.09539,3.94239,3.13885
29,5.06795,3.96694,3.11712
30,4.08377,3.97816,3.10707
31,3.09918,4.00369,3.12795
32,3.11029,4.97687,1.55489
33,3.12263,6.0186,1.58015
34,3.10309,7.00835,1.54696
35,3.09707,8.00177,1.54404
36,2.09219,8.00634,3.11979
37,1.10634,8.02598,3.12809
38,0.102097,8.03142,3.1287
39,-0.891732,8.03571,3.11706
40,-0.959616,7.05045,-1.58266
41,-0.984776,6.05704,-1.56518
42,-0.953932,5.03553,-1.55212
43,-0.954024,4.03001,-1.58777
44,-0.953244,3.04489,-1.57184
45,-0.989699,2.04247,-1.56494
46,-0.970525,1.03464,-1.5665
47,-0.984416,0.0295832,-1.55437
48,-0.9793,0.998426,1.57462
49,-0.991305,2.01609,1.55628
50,-0.999708,3.0322,1.53203
51,-0.968303,4.0801,1.53548
52,0.0323434,4.02998,-0.00364105
53,1.06338,4.02709,-0.0096102
54,2.04715,4.01934,-0.0298983
55,3.07107,3.96921,-0.0215801
56,3.05626,2.98874,-1.58421
57,3.03869,1.94908,-1.60052
58,3.0068,0.973159,-1.61024
59,2.98721,-0.0300494,-1.60936
60,1.98728,-0.00455444,3.13088
61,0.99349,0.000274355,3.139
62,0.0035146,0.011812,3.1582
63,-1.01371,0.0284848,3.1413
64,-1.00372,1.02516,1.57901
65,-0.986797,2.06514,1.57051
66,-0.989,3.05435,1.55339
67,-0.966531,4.01274,1.55402
68,-0.95191,3.04036,-1.59176
69,-1.00669,2.04814,-1.56946
70,-1.01136,1.02777,-1.55979
71,-0.996737,0.000872131,-1.55806
72,-2.00254,-0.0190615,3.1391
73,-2.97641,0.00986334,3.10898
74,-3.96651,0.0267791,3.10571
75,-4.95145,0.0638507,3.12258
76,-4.98504,-0.931049,-1.57468
77,-4.97404,-1.9319,-1.6095
78,-5.00759,-2.95028,-1.59239
79,-5.02272,-3.93248,-1.57819
80,-6.00639,-3.90626,3.15062
81,-7.02393,-3.92582,3.14223
82,-8.01818,-3.89852,3.13475
83,-9.01765,-3.88777,3.12052
84,-9.02788,-4.91719,-1.62577
85,-9.06933,-5.89767,-1.62814
86,-9.1224,-6.88588,-1.6215
87,-9.16547,-7.87626,-1.58872
88,-8.13944,-7.89379,-0.0320353
89,-7.12954,-7.93914,-0.0213849
90,-6.11439,-7.96415,0.00234798
91,-5.0766,-7.95673,-0.0150189
92,-5.06656,-6.96335,1.54966
93,-5.0903,-5.97631,1.54032
94,-5.04664,-4.98671,1.55824
95,-4.98383,-3.9507,1.54847
96,-6.01125,-3.93288,3.12535
97,-7.0268,-3.9005,3.14281
98,-7.99634,-3.93866,3.13978
99,-9.01185,-3.91047,3.1331
100,-8.03249,-3.9084,-0.029904
101,-7.02416,-3.91645,-0.0259544
102,-6.03007,-3.92518,-0.0250794
103,-5.02427,-3.92333,-0.0245729
104,-6.02703,-3.90882,3.12793
105,-7.02516,-3.90667,3.12887
106,-8.00678,-3.88846,3.12679
107,-9.01513,-3.88966,3.13975
108,-8.99486,-2.86124,1.56142
109,-8.99026,-1.8588,1.57424
110,-8.97724,-0.852894,1.58427
111,-8.98267,0.140269,1.59013
112,-8.9975,-0.84274,-1.57996
113,-9.00759,-1.8547,-1.56945
114,-9.00051,-2.88163,-1.5766
115,-9.00867,-3.90202,-1.56993
116,-8.01879,-3.90273,-0.0148229
117,-7.01109,-3.93831,-0.00716701
118,-6.02832,-3.941,-0.0237516
119,-5.0359,-3.95843,-0.0185033
120,-6.04156,-3.97102,3.13617
121,-7.05033,-3.93354,3.14671
122,-8.04383,-3.90677,3.12324
123,-9.06981,-3.93023,3.12884
124,-9.07754,-4.88809,-1.6004
125,-9.0829,-5.88696,-1.60719
126,-9.13182,-6.90572,-1.60029
127,-9.14326,-7.87988,-1.59769
128,-8.12612,-7.86886,-0.00947116
129,-7.11165,-7.88456,-0.0210032
130,-6.0968,-7.9243,-0.0316755
131,-5.09004,-7.93731,-0.0366378
132,-5.09,-8.95625,-1.61351
133,-5.1451,-9.96444,-1.60831
134,-5.19375,-10.9701,-1.6005
135,-5.20079,-11.9652,-1.59223
136,-5.16058,-10.9411,1.5606
137,-5.14035,-9.94325,1.54598
138,-5.10213,-8.94109,1.55504
139,-5.08748,-7.91476,1.52975
140,-5.13375,-8.91356,-1.5938
141,-5.13498,-9.93729,-1.60818
142,-5.1636,-10.9613,-1.58282
143,-5.16438,-11.9697,-1.5826
144,-5.13552,-10.9482,1.55879
145,-5.16645,-9.96433,1.52931
146,-5.12408,-8.9728,1.53803
147,-5.0947,-7.95158,1.51603
148,-4.07778,-7.99794,-0.0296858
149,-3.08148,-7.96971,-0.00747192
150,-2.08518,-7.98079,-0.0313175
151,-1.08543,-8.00178,-0.0229474
152,-1.05539,-6.96491,1.5696
153,-1.05871,-5.97455,1.52907
154,-0.991868,-4.9865,1.54
155,-0.967887,-4.02291,1.55435
156,-0.988921,-5.00894,-1.57858
157,-1.03845,-6.01714,-1.58116
158,-1.0673,-7.01517,-1.59957
159,-1.10814,-8.01696,-1.59167
160,-1.07094,-7.02366,1.55355
161,-1.05474,-6.03866,1.53049
162,-1.00981,-5.00336,1.52835
